rel_path	pc_path	group	owned_contract	sha256
render/J3dModelRenderer.cpp	pc-port/src/render/J3dModelRenderer.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	7bef95c50edc4c0f15a3c64dfbc9d0c380bbd72b5bd468b6f0de54af3c5ef15a
render/J3dModelRenderer.hpp	pc-port/src/render/J3dModelRenderer.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	7c124b3da8e48ff9c5e0cbbfef2974d35b4b0c635c4c071032ef321ea2be7dc3
render/J3dTexture.cpp	pc-port/src/render/J3dTexture.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	d26d016ff2a8eb66f45e805e4e3109bae325025a1d6eea43317ec375c391bbed
render/J3dTexture.hpp	pc-port/src/render/J3dTexture.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	906ffc81f34bc70323b16d60bb9b7caa355bd692ce632c1b8a64a2af2594425f
render/JMathTrig.cpp	pc-port/src/render/JMathTrig.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	7b1c2252a4ef7b68b2f8bce4180aad58793b5980ea11e1cf9019d84e2744020e
render/JMathTrig.hpp	pc-port/src/render/JMathTrig.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	20d3fa7086d96ed2c3fc73eb6894c3888ea78ad9da65ce7caa4393d5d0f78ba0
resource/BcsvTable.cpp	pc-port/src/resource/BcsvTable.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	2b92814a77d6b4d03c0c8a4adebe6be024d909138701c2746bd528f9ff79b4be
resource/BcsvTable.hpp	pc-port/src/resource/BcsvTable.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	d0b428f51fcaeed5db8b6d4cb814d44ee07814b12e35752407c0b80449e78c40
resource/BmgMessageArchive.cpp	pc-port/src/resource/BmgMessageArchive.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	bc9cda8fa352eb194fdf83c736b06025bf4afd41ad3211150c266756de3ed881
resource/BmgMessageArchive.hpp	pc-port/src/resource/BmgMessageArchive.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	19bd5a8ccb080b9dd0dccdfce5a0906440baef1f98c01c4bae0260834cc3e183
resource/RarcArchive.cpp	pc-port/src/resource/RarcArchive.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	750970c8ff82ce34df3739e51245b9dd3731e3d36f7c5c96800e30dd8be91d49
resource/RarcArchive.hpp	pc-port/src/resource/RarcArchive.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	d9673e3d1cff239e66a261503ab3156159368c72ed2fb8179b9cd2526ffe8af3
resource/TextEncoding.cpp	pc-port/src/resource/TextEncoding.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	1ce31a74ee190535b81a1dd69e9795f85fb5ff8a190d7e2a582ddb27378552eb
resource/TextEncoding.hpp	pc-port/src/resource/TextEncoding.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	9385d0acbd1c5ddb1f03bb552c49a1d8a82108740ddb15462c3d1c8bc71a71f9
resource/TplTexture.cpp	pc-port/src/resource/TplTexture.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	da8605a37a92cba10d3f921b035e247531a7b27b6770b563b1e7d802d507ea13
resource/TplTexture.hpp	pc-port/src/resource/TplTexture.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	b5b4e28703d4ceb8eda45f52c4866cd28203a248e610a5989179e12b4d07bb64
resource/Yaz0.cpp	pc-port/src/resource/Yaz0.cpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	81990d78ccaf5245abb94eeca24d9660be748faebe8dcfc0dc02602f5ab49c1d
resource/Yaz0.hpp	pc-port/src/resource/Yaz0.hpp	resource-message-font-texture	DVD/RARC/Yaz0/BCSV/BMG/BRFNT/TPL/text resource services	cde99f94cd4b5d8ad1c1329c3c45d92ef0fa41c271f319bede191f838eadf932
runtime/NandFileSystemService.hpp	pc-port/src/runtime/NandFileSystemService.hpp	platform-compat	miscellaneous host platform contract for original Game code	2bf8a769b7dff4954e0d2611c93abc237d7c64591693dd03a1050c069240714c
runtime/ParityTrace.cpp	pc-port/src/runtime/ParityTrace.cpp	trace-proof	debug-only parity trace and proof instrumentation	fe6e0d4507cda6a2562041f9ecfd0107edf146aadc063323d706b3aedab3c67a
runtime/ParityTrace.hpp	pc-port/src/runtime/ParityTrace.hpp	trace-proof	debug-only parity trace and proof instrumentation	7278f8134f80492367457698a97539cd4bdfbc71cdd0afafe99ce0830c8ccab7
runtime/RflService.cpp	pc-port/src/runtime/RflService.cpp	platform-compat	miscellaneous host platform contract for original Game code	db516a56e3021e3c778fe1266eb65d3d2240582827067c7be897913f0d435ee2
runtime/RflService.hpp	pc-port/src/runtime/RflService.hpp	platform-compat	miscellaneous host platform contract for original Game code	3805034bc61e1cf2df41dad6087550dd160a33c87f3a75e06d72b5bce89d7786
runtime/RuntimeContext.cpp	pc-port/src/runtime/RuntimeContext.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	996363776e711519b280e11c0e2877211d5177078217a226f792d6fbf2dc3df1
runtime/RuntimeContext.hpp	pc-port/src/runtime/RuntimeContext.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	27a9608c228795bc8968c189d6ccf21b534bc791738698ef76208429c55ba4fb
runtime/RuntimeServices.cpp	pc-port/src/runtime/RuntimeServices.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	645c753f6ba54cfbf36ff05d0b41eac6bac165ce4cb920c871d8f40411564bfa
runtime/RuntimeServices.hpp	pc-port/src/runtime/RuntimeServices.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	ea5bf262fb88bb51b8f9e4775b2d5c30a2d70b430d3bc51badcaecce4c264c60
runtime/SceneScheduler.cpp	pc-port/src/runtime/SceneScheduler.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	1c023b05877b1c78983a26b9267a0bde9904b9b9318b6d179525bba94f9780ac
runtime/SceneScheduler.hpp	pc-port/src/runtime/SceneScheduler.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	a9dea64f691a5d70320f3f40d3019362c4755ebb059b409174b354f0858bb549
runtime/SysConfigService.cpp	pc-port/src/runtime/SysConfigService.cpp	platform-compat	miscellaneous host platform contract for original Game code	8b7d8f26e1d98c285272cc0b143f723a2ccda79a3b693cce813d50315d4bf255
runtime/SysConfigService.hpp	pc-port/src/runtime/SysConfigService.hpp	platform-compat	miscellaneous host platform contract for original Game code	7774498de172778a9a991d6d0afb7d2d8cf0c12a9eadfbf236121a801063607e
runtime/WiiIosService.cpp	pc-port/src/runtime/WiiIosService.cpp	platform-compat	miscellaneous host platform contract for original Game code	72856dbebb34b1571af91a07c303025d37a34ffbcb4505c7af9bebe73acb877a
runtime/WiiIosService.hpp	pc-port/src/runtime/WiiIosService.hpp	platform-compat	miscellaneous host platform contract for original Game code	7cb22cc5b7e774798c0f61a90b7ecbb923fcd92ddc0966a7efc402c3a5ba8375
runtime/WiiPlatformService.cpp	pc-port/src/runtime/WiiPlatformService.cpp	platform-compat	miscellaneous host platform contract for original Game code	6038a066c290d0a068f0052ff93c02f4e51ae1bd6a0f793a5d7f4c071f7920bb
runtime/WiiPlatformService.hpp	pc-port/src/runtime/WiiPlatformService.hpp	platform-compat	miscellaneous host platform contract for original Game code	ec79cea6b30cb195c0dca47a7a38f9cf15ef2c0510bb13b235b7d282674c7a77
runtime/WiiVideoService.cpp	pc-port/src/runtime/WiiVideoService.cpp	platform-compat	miscellaneous host platform contract for original Game code	023440527076f1a4f1578af459548561cf2b4106383f82e7bf6a428e75149f84
runtime/WiiVideoService.hpp	pc-port/src/runtime/WiiVideoService.hpp	platform-compat	miscellaneous host platform contract for original Game code	a5305e3ae7e22ff17592190f5d0c908c693293b22ec33ba4eb6f0586a96aaf09
runtime/jut/JutTexture.cpp	pc-port/src/runtime/jut/JutTexture.cpp	platform-compat	miscellaneous host platform contract for original Game code	33161735bebc34117075aa1b76bd94744caa91b80ac72d723723712e0491bcf7
runtime/jut/JutVideo.cpp	pc-port/src/runtime/jut/JutVideo.cpp	platform-compat	miscellaneous host platform contract for original Game code	a5ee70827049add3c2f900aa60cd7f995399ac45bb234dfa9f63497a2eea6696
runtime/rfl/RVLFaceLib.cpp	pc-port/src/runtime/rfl/RVLFaceLib.cpp	platform-compat	miscellaneous host platform contract for original Game code	b69e080467933ccfadf130565dd32f6e841d07774f9acd0709f8064c744bab9e
runtime/screen/ScreenAlphaCapture.cpp	pc-port/src/runtime/screen/ScreenAlphaCapture.cpp	platform-compat	miscellaneous host platform contract for original Game code	1532f2f4a799398e998317102a36d2c5259efb42cc84ed25d4fa29a4718c5aaa
scene/GameSystemSceneControllerService.cpp	pc-port/src/scene/GameSystemSceneControllerService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	9480cc1cbb3a80b37e52f99d579a4ccf6d224ccc4f6891fe4971be5c3c8c8207
scene/GameSystemSceneControllerService.hpp	pc-port/src/scene/GameSystemSceneControllerService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	79252d9241c79c36fa5992d195258a2d3aafbe649f7a22d80cae5f850ceda15e
scene/GameSystemService.cpp	pc-port/src/scene/GameSystemService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	0d61fde79aa139dd0b4f72053f845a1cb479c45060eb621f9f31a61d3c9f387e
scene/GameSystemService.hpp	pc-port/src/scene/GameSystemService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	e3b8c7a6b608696984b63ceff0cd6dfaabb4aef1ea94e42a81c000a28547f408
scene/NameObjLifecycleService.cpp	pc-port/src/scene/NameObjLifecycleService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	e1d58ccdf412c1e4d467a7d76309c2646ca028b1a4312722328d028c2d7c28b6
scene/NameObjLifecycleService.hpp	pc-port/src/scene/NameObjLifecycleService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	39a23280a3ec49816c91d35737d5eda9c190113ddbd6276cc9ca8c2701c0935f
scene/SceneExecutionService.cpp	pc-port/src/scene/SceneExecutionService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	55aa774b95803c6c240b7fa160dfa00365d646bc358c4b251f652db96b926fd8
scene/SceneExecutionService.hpp	pc-port/src/scene/SceneExecutionService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	6b20391b9711ac62096bd781653fb92c46a8d4b8a5cc0a59ed347209f402cacb
scene/SceneLifecycleService.cpp	pc-port/src/scene/SceneLifecycleService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	9924cd48b858ab9b26c3f0e141f8c3b2696d6369feb939b00f0128ca9a84ee39
scene/SceneLifecycleService.hpp	pc-port/src/scene/SceneLifecycleService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	7767e7903fadf24fe2630bc273b8dd05a9783768dba48aee95cf46b5d34b2c45
scene/SequenceBootService.cpp	pc-port/src/scene/SequenceBootService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	73c29f773d1cbc54b23cb4a6c241e7ce8bf24778c394751b26b06b0afefed558
scene/SequenceBootService.hpp	pc-port/src/scene/SequenceBootService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	1af82ff532c2142c879f7e04a411e7f0fb1c47712707da6cbb454124963c5c03
scene/StageHostScene.cpp	pc-port/src/scene/StageHostScene.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	86a0da2f40e0cf5a2a7adff8aa613efd8c10d37c63e314244ceb64c1137a6e4c
scene/StageHostScene.hpp	pc-port/src/scene/StageHostScene.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	b70b603deaf1afa1eb56a89c09c06f7a60552537533ed5ecb09470ee7ce04771
scene/StageHostService.cpp	pc-port/src/scene/StageHostService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	ba8ef338131c0ae4e0353b14215f19b0c8788ffc27ee6befc57c4632d52a5eb0
scene/StageHostService.hpp	pc-port/src/scene/StageHostService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	ca112808f9ce02a9dc839ebf86f629bed495535ea1349927fc7aacffb42fcf31
scene/StagePlacementResolver.cpp	pc-port/src/scene/StagePlacementResolver.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	a70d5922b86fcca031830449d7fec88bbcd1f2208c5b7c2fd3a8a521a615bdee
scene/StagePlacementResolver.hpp	pc-port/src/scene/StagePlacementResolver.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	c23d55185ed2cdf9d5fdb11f605d72af055c774c3f519f642415e97cab84d874
scene/StorySequenceService.cpp	pc-port/src/scene/StorySequenceService.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	42c43e4cb5fa257851059a22089326673ffcdff58dac28ca5a9116e996b4837f
scene/StorySequenceService.hpp	pc-port/src/scene/StorySequenceService.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	12099c74d5429afb51c185152a52a0f30f0159823467d1c7593c6fd944390a4b
scene/nameobj/NameObjFactory.cpp	pc-port/src/scene/nameobj/NameObjFactory.cpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	227cf7576239e9199ff64d5568edbb12bc4e3863cf704d56a92295aa1c2e9cb5
scene/nameobj/NameObjFactory.hpp	pc-port/src/scene/nameobj/NameObjFactory.hpp	scene-sequence	native-shaped sequence, scene, placement, scheduler, and story route services	82164d62d5d2d30d22339bd6b3f89850b01ef8f237accd1a27b7846dfda0675b
